Service,Event Names,Description
appconfig,CreateDeploymentStrategy,"<p>A deployment strategy defines important criteria for rolling out your configuration to the designated targets. A deployment strategy includes: the overall duration required, a percentage of targets to receive the deployment during each interval, an algorithm that defines how percentage grows, and bake time.</p>"
appconfig,CreateEnvironment,"<p>For each application, you define one or more environments. An environment is a logical deployment group of AppConfig targets, such as applications in a <code>Beta</code> or <code>Production</code> environment. You can also define environments for application subcomponents such as the <code>Web</code>, <code>Mobile</code> and <code>Back-end</code> components for your application. You can configure Amazon CloudWatch alarms for each environment. The system monitors alarms during a configuration deployment. If an alarm is triggered, the system rolls back the configuration.</p>"
appconfig,CreateHostedConfigurationVersion,<p>Create a new configuration in the AppConfig configuration store.</p>
appconfig,DeleteApplication,
appconfig,DeleteConfigurationProfile,
appconfig,DeleteDeploymentStrategy,
appconfig,DeleteEnvironment,
appconfig,DeleteHostedConfigurationVersion,
appconfig,GetApplication,<p>Retrieve information about an application.</p>
appconfig,GetConfiguration,"<p>Receive information about a configuration.</p> <important> <p>AWS AppConfig uses the value of the <code>ClientConfigurationVersion</code> parameter to identify the configuration version on your clients. If you don’t send <code>ClientConfigurationVersion</code> with each call to <code>GetConfiguration</code>, your clients receive the current configuration. You are charged each time your clients receive a configuration.</p> <p>To avoid excess charges, we recommend that you include the <code>ClientConfigurationVersion</code> value with every call to <code>GetConfiguration</code>. This value must be saved on your client. Subsequent calls to <code>GetConfiguration</code> must pass this value by using the <code>ClientConfigurationVersion</code> parameter. </p> </important>"
appconfig,GetConfigurationProfile,<p>Retrieve information about a configuration profile.</p>
appconfig,GetDeployment,<p>Retrieve information about a configuration deployment.</p>
appconfig,GetDeploymentStrategy,"<p>Retrieve information about a deployment strategy. A deployment strategy defines important criteria for rolling out your configuration to the designated targets. A deployment strategy includes: the overall duration required, a percentage of targets to receive the deployment during each interval, an algorithm that defines how percentage grows, and bake time.</p>"
appconfig,GetEnvironment,"<p>Retrieve information about an environment. An environment is a logical deployment group of AppConfig applications, such as applications in a <code>Production</code> environment or in an <code>EU_Region</code> environment. Each configuration deployment targets an environment. You can enable one or more Amazon CloudWatch alarms for an environment. If an alarm is triggered during a deployment, AppConfig roles back the configuration.</p>"
appconfig,GetHostedConfigurationVersion,<p>Get information about a specific configuration version.</p>
appconfig,ListApplications,<p>List all applications in your AWS account.</p>
appconfig,ListConfigurationProfiles,<p>Lists the configuration profiles for an application.</p>
appconfig,ListDeploymentStrategies,<p>List deployment strategies.</p>
appconfig,ListDeployments,<p>Lists the deployments for an environment.</p>
appconfig,ListEnvironments,<p>List the environments for an application.</p>
appconfig,ListHostedConfigurationVersions,<p>View a list of configurations stored in the AppConfig configuration store by version.</p>
appconfig,ListTagsForResource,<p>Retrieves the list of key-value tags assigned to the resource.</p>
appconfig,StartDeployment,<p>Starts a deployment.</p>
appconfig,StopDeployment,<p>Stops a deployment. This API action works only on deployments that have a status of <code>DEPLOYING</code>. This action moves the deployment to a status of <code>ROLLED_BACK</code>.</p>
appconfig,TagResource,
appconfig,UntagResource,
appconfig,UpdateApplication,<p>Updates an application.</p>
appconfig,UpdateConfigurationProfile,<p>Updates a configuration profile.</p>
appconfig,UpdateDeploymentStrategy,<p>Updates a deployment strategy.</p>
appconfig,UpdateEnvironment,<p>Updates an environment.</p>
appflow,CreateConnectorProfile,"<p> Creates a new connector profile associated with your Amazon Web Services account. There is a soft quota of 100 connector profiles per Amazon Web Services account. If you need more connector profiles than this quota allows, you can submit a request to the Amazon AppFlow team through the Amazon AppFlow support channel. </p>"
appflow,CreateFlow,"<p> Enables your application to create a new flow using Amazon AppFlow. You must create a connector profile before calling this API. Please note that the Request Syntax below shows syntax for multiple destinations, however, you can only transfer data to one item in this list at a time. Amazon AppFlow does not currently support flows to multiple destinations at once. </p>"
appflow,DeleteConnectorProfile,<p> Enables you to delete an existing connector profile. </p>
appflow,DeleteFlow,"<p> Enables your application to delete an existing flow. Before deleting the flow, Amazon AppFlow validates the request by checking the flow configuration and status. You can delete flows one at a time. </p>"
appflow,DescribeConnectorEntity,"<p> Provides details regarding the entity used with the connector, with a description of the data model for each entity. </p>"
appflow,DescribeConnectorProfiles,"<p> Returns a list of <code>connector-profile</code> details matching the provided <code>connector-profile</code> names and <code>connector-types</code>. Both input lists are optional, and you can use them to filter the result. </p> <p>If no names or <code>connector-types</code> are provided, returns all connector profiles in a paginated form. If there is no match, this operation returns an empty list.</p>"
appflow,DescribeConnectors,"<p> Describes the connectors vended by Amazon AppFlow for specified connector types. If you don't specify a connector type, this operation describes all connectors vended by Amazon AppFlow. If there are more connectors than can be returned in one page, the response contains a <code>nextToken</code> object, which can be be passed in to the next call to the <code>DescribeConnectors</code> API operation to retrieve the next page. </p>"
appflow,DescribeFlow,<p> Provides a description of the specified flow. </p>
appflow,DescribeFlowExecutionRecords,<p> Fetches the execution history of the flow. </p>
appflow,ListConnectorEntities,"<p> Returns the list of available connector entities supported by Amazon AppFlow. For example, you can query Salesforce for <i>Account</i> and <i>Opportunity</i> entities, or query ServiceNow for the <i>Incident</i> entity. </p>"
appflow,ListFlows,<p> Lists all of the flows associated with your account. </p>
appflow,ListTagsForResource,<p> Retrieves the tags that are associated with a specified flow. </p>
appflow,StartFlow,"<p> Activates an existing flow. For on-demand flows, this operation runs the flow immediately. For schedule and event-triggered flows, this operation activates the flow. </p>"
appflow,StopFlow,"<p> Deactivates the existing flow. For on-demand flows, this operation returns an <code>unsupportedOperationException</code> error message. For schedule and event-triggered flows, this operation deactivates the flow. </p>"
appflow,TagResource,<p> Applies a tag to the specified flow. </p>
appflow,UntagResource,<p> Removes a tag from the specified flow. </p>
appflow,UpdateConnectorProfile,<p> Updates a given connector profile associated with your account. </p>
appintegrations,CreateDataIntegration,"<p>Creates and persists a DataIntegration resource.</p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <code>CreateDataIntegration</code> API.</p> </note>"
appintegrations,CreateEventIntegration,"<p>Creates an EventIntegration, given a specified name, description, and a reference to an Amazon EventBridge bus in your account and a partner event source that pushes events to that bus. No objects are created in the your account, only metadata that is persisted on the EventIntegration control plane.</p>"
appintegrations,DeleteDataIntegration,"<p>Deletes the DataIntegration. Only DataIntegrations that don't have any DataIntegrationAssociations can be deleted. Deleting a DataIntegration also deletes the underlying Amazon AppFlow flow and service linked role. </p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <a href=https://docs.aws.amazon.com/appintegrations/latest/APIReference/API_CreateDataIntegration.html"">CreateDataIntegration</a> API.</p> </note>"""
appintegrations,DeleteEventIntegration,"<p>Deletes the specified existing event integration. If the event integration is associated with clients, the request is rejected.</p>"
appintegrations,GetDataIntegration,"<p>Returns information about the DataIntegration.</p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <a href=https://docs.aws.amazon.com/appintegrations/latest/APIReference/API_CreateDataIntegration.html"">CreateDataIntegration</a> API.</p> </note>"""
appintegrations,GetEventIntegration,<p>Returns information about the event integration.</p>
appintegrations,ListDataIntegrationAssociations,"<p>Returns a paginated list of DataIntegration associations in the account.</p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <a href=https://docs.aws.amazon.com/appintegrations/latest/APIReference/API_CreateDataIntegration.html"">CreateDataIntegration</a> API.</p> </note>"""
appintegrations,ListDataIntegrations,"<p>Returns a paginated list of DataIntegrations in the account.</p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <a href=https://docs.aws.amazon.com/appintegrations/latest/APIReference/API_CreateDataIntegration.html"">CreateDataIntegration</a> API.</p> </note>"""
appintegrations,ListEventIntegrationAssociations,<p>Returns a paginated list of event integration associations in the account. </p>
appintegrations,ListEventIntegrations,<p>Returns a paginated list of event integrations in the account.</p>
appintegrations,ListTagsForResource,<p>Lists the tags for the specified resource.</p>
appintegrations,TagResource,<p>Adds the specified tags to the specified resource.</p>
appintegrations,UntagResource,<p>Removes the specified tags from the specified resource.</p>
appintegrations,UpdateDataIntegration,"<p>Updates the description of a DataIntegration.</p> <note> <p>You cannot create a DataIntegration association for a DataIntegration that has been previously associated. Use a different DataIntegration, or recreate the DataIntegration using the <a href=https://docs.aws.amazon.com/appintegrations/latest/APIReference/API_CreateDataIntegration.html"">CreateDataIntegration</a> API.</p> </note>"""
application-autoscaling,DeleteScalingPolicy,"<p>Deletes the specified scaling policy for an Application Auto Scaling scalable target.</p> <p>Deleting a step scaling policy deletes the underlying alarm action, but does not delete the CloudWatch alarm associated with the scaling policy, even if it no longer has an associated action.</p> <p>For more information, see <a href=https://docs.aws.amazon.com/autoscaling/application/userguide/application-auto-scaling-step-scaling-policies.html#delete-step-scaling-policy"">Delete a step scaling policy</a> and <a href=""https://docs.aws.amazon.com/autoscaling/application/userguide/application-auto-scaling-target-tracking.html#delete-target-tracking-policy"">Delete a target tracking scaling policy</a> in the <i>Application Auto Scaling User Guide</i>.</p>"""
application-autoscaling,DeleteScheduledAction,"<p>Deletes the specified scheduled action for an Application Auto Scaling scalable target.</p> <p>For more information, see <a href=https://docs.aws.amazon.com/autoscaling/application/userguide/scheduled-scaling-additional-cli-commands.html#delete-scheduled-action"">Delete a scheduled action</a> in the <i>Application Auto Scaling User Guide</i>.</p>"""
